stid,hisei,hisced,famstruc,sex,hlang,wealth,m2m_p,m2m_s,wkp2019,hsl2019,hel2019,fts2019,sa3,brthplace_aust_2011_ce_p,brthplace_elsewhere_2011_ce_p,lsh_eng_only_2011_ce_p,lsh_oth_lan_2011_ce_p,med_tot_hh_inc_wee_c2011,average_hh_size_c2011,lfs_unem_lfw_c11_m,lfs_tot_lforc_c11_m,n_lforc_c11_m
109,45,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.01,"1 No, never","1 No, never",79.87,1 Year 12,No qual,1 Full-time,10402,67038,10415,73953,4304,880,2.4,1693,18439,11476
110,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",1568.61,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
111,38,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",255.51,2 Year 11,Cert III/IV/Dip,3 Not studying,60403,15287,1707,16854,386,956,2.4,281,4904,2028
112,33,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.4,"1 No, never","1 No, never",1140.48,1 Year 12,BA,3 Not studying,21302,51167,23873,52814,22805,1310,2.5,1193,21491,8478
113,32,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.46,"1 No, never","1 No, never",282.77,1 Year 12,BA,2 Part-time,21205,82520,73119,84237,72379,1319,2.7,2661,42930,21327
114,68,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,2.37,"1 No, never","1 No, never",971.46,1 Year 12,BA,3 Not studying,30503,53503,18002,62044,9727,1721,2.3,1088,23468,5927
115,55,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",1319.57,1 Year 12,BA,3 Not studying,60202,18317,2671,20785,441,877,2.4,315,5294,2995
116,59,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"2 Yes, once","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,10202,123533,17954,136940,5934,932,2.5,2695,34109,19381
117,45,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.01,"1 No, never","1 No, never",1195.04,1 Year 12,BA,3 Not studying,51104,42680,7418,47346,2873,1128,2.5,760,14779,5378
118,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",425.99,3 Year 10,No qual,3 Not studying,11103,128310,19141,136109,12679,1154,2.4,2486,40740,18618
119,30,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.2,"3 Yes, twice or more","1 No, never",,1 Year 12,BA,2 Part-time,50702,21496,10110,27107,4681,1389,2.3,455,9172,3628
120,60,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",,2 Year 11,Cert III/IV/Dip,1 Full-time,80108,17205,4813,19347,2788,1834,2.5,201,6160,2350
121,57,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,12602,65422,48949,67019,47813,1508,2.6,1708,32095,13439
122,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",234.8,1 Year 12,No qual,1 Full-time,40403,38437,16822,39071,16413,1023,2.3,926,15634,7150
123,49,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31103,49922,19034,58858,10629,1306,3,1329,19593,5875
124,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",1190.06,1 Year 12,BA,3 Not studying,50401,44190,27807,54269,18195,1288,2.4,1054,22259,7521
125,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,31106,46983,23500,56472,14429,1142,2.8,1594,19332,7457
126,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,0,"1 No, never","1 No, never",1051.43,1 Year 12,BA,2 Part-time,11203,67478,12783,77989,3122,845,2.4,1649,18390,12954
127,23,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.58,"1 No, never","1 No, never",141.36,1 Year 12,Cert III/IV/Dip,3 Not studying,30703,32939,3749,35495,1541,841,2.5,455,9201,4827
128,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"2 Yes, once","1 No, never",956.9400000000001,1 Year 12,BA,3 Not studying,21102,19075,5685,20617,4229,1886,3,271,7295,2451
129,61,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11501,83256,46915,91198,39564,2139,3.1,1675,38055,11839
130,49,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,20202,36290,4815,39763,1307,960,2.4,474,10628,5942
131,59,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,3.45,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,11201,59348,9848,66815,3199,898,2.4,1346,17009,10075
132,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.23,"1 No, never","2 Yes, once",1378.51,1 Year 12,BA,3 Not studying,20801,65048,22475,75682,12200,1826,2.6,926,23800,9183
133,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"1 No, never","1 No, never",908.84,1 Year 12,Post-grad,3 Not studying,11802,69563,49644,79916,38759,1578,2.4,1953,33897,15155
134,59,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",1489.87,1 Year 12,Cert III/IV/Dip,3 Not studying,11902,55242,61215,33300,84128,1022,2.9,2470,30580,15252
135,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,20804,26871,10725,28939,8806,1767,2.5,472,10856,3743
136,30,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,2 Another language,.57,"1 No, never","1 No, never",1536.17,1 Year 12,BA,3 Not studying,12602,65422,48949,67019,47813,1508,2.6,1708,32095,13439
137,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,1.77,"1 No, never","1 No, never",1184.76,1 Year 12,BA,3 Not studying,11903,63311,47772,55677,56231,1293,2.8,1743,30113,13634
138,54,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,.99,"1 No, never","1 No, never",1342.28,1 Year 12,Post-grad,3 Not studying,50502,103104,63838,124134,43808,1345,2.4,2253,49658,17151
139,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",1125.75,2 Year 11,Post-grad,3 Not studying,11102,60164,7089,65424,2300,1061,2.6,972,16788,9707
140,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1,"3 Yes, twice or more","1 No, never",2371.73,1 Year 12,BA,3 Not studying,30602,67546,18487,74442,12211,1082,2.5,1932,24355,8281
141,43,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
142,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
143,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",904.43,1 Year 12,BA,3 Not studying,20804,26871,10725,28939,8806,1767,2.5,472,10856,3743
144,55,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",1972.46,1 Year 12,BA,3 Not studying,21102,19075,5685,20617,4229,1886,3,271,7295,2451
145,54,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",1217.01,1 Year 12,BA,3 Not studying,40304,119526,35139,145916,9707,1083,2.5,2650,42854,17675
146,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.57,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,50902,40936,8698,48030,2137,991,2.4,652,14289,5855
147,71,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",932.83,1 Year 12,Cert III/IV/Dip,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
148,25,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",1027.14,1 Year 12,BA,3 Not studying,20403,55703,6743,59758,3127,994,2.4,851,17371,7211
149,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
150,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,.01,"2 Yes, once","1 No, never",,1 Year 12,BA,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
151,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,2.37,"1 No, never","1 No, never",1607.87,3 Year 10,Cert III/IV/Dip,3 Not studying,10503,59928,3489,62001,1647,932,2.5,984,16315,7631
152,38,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.45,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,60401,41380,4056,45078,988,836,2.4,867,11191,6338
153,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.77,"1 No, never","2 Yes, once",1427.08,1 Year 12,Cert III/IV/Dip,2 Part-time,10103,15055,2365,16484,981,966,2.3,202,5071,2120
154,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,0,"1 No, never","1 No, never",1018.86,1 Year 12,BA,2 Part-time,60201,66263,9390,72032,4240,946,2.4,1405,19746,9482
155,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,.5600000000000001,"2 Yes, once","1 No, never",1028.67,1 Year 12,BA,3 Not studying,80106,17032,5852,19153,3838,2383,2.3,269,7125,2262
156,59,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,.7,"1 No, never","1 No, never",1430.43,1 Year 12,Post-grad,3 Not studying,11702,29165,17791,30466,16824,1567,2.4,883,14708,4960
157,60,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,10402,67038,10415,73953,4304,880,2.4,1693,18439,11476
158,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.7,"2 Yes, once","1 No, never",1212.44,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
159,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",74.90000000000001,1 Year 12,No qual,3 Not studying,60105,36197,10212,40416,6129,1261,2.3,823,13101,5884
160,54,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",2552.59,2 Year 11,Cert III/IV/Dip,3 Not studying,21101,103084,41506,114056,31565,1401,2.8,1943,43166,14033
161,54,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",1483.6,1 Year 12,BA,3 Not studying,21103,78184,21642,87529,12920,1307,2.6,1251,28963,9789
162,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.4,"1 No, never","1 No, never",,1 Year 12,Post-grad,1 Full-time,20101,82581,8259,87613,3896,998,2.4,1412,23809,10685
163,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.2,"2 Yes, once","1 No, never",,1 Year 12,BA,1 Full-time,50702,21496,10110,27107,4681,1389,2.3,455,9172,3628
164,43,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,50902,40936,8698,48030,2137,991,2.4,652,14289,5855
165,69,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.2,"1 No, never","1 No, never",1581.61,1 Year 12,Post-grad,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
166,68,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21304,85950,32251,85921,32278,1349,2.9,1801,33630,10332
167,30,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",2499.89,1 Year 12,Cert III/IV/Dip,3 Not studying,40303,45994,13661,51674,8352,1381,2.5,773,16435,7127
168,49,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.79,"1 No, never","2 Yes, once",1874.78,1 Year 12,BA,3 Not studying,40107,26599,8529,28838,6418,1428,2.3,489,9962,3764
169,69,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,21401,91795,27585,107569,12910,1140,2.5,1823,34240,12359
170,52,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.76,"1 No, never","3 Yes, twice or more",,1 Year 12,Cert III/IV/Dip,3 Not studying,10701,52549,15869,56330,12890,1003,2.6,1296,17146,9699
171,68,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.59,"1 No, never","1 No, never",1451.54,1 Year 12,BA,3 Not studying,20505,34783,4302,37460,1336,907,2.4,523,10163,5729
172,23,1 ISCED 1 - Primary school only,2 Nuclear family,2 Male,1 Language of test,1.32,"3 Yes, twice or more","1 No, never",1067.33,1 Year 12,No qual,3 Not studying,60403,15287,1707,16854,386,956,2.4,281,4904,2028
173,87,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,No qual,2 Part-time,30601,33833,10684,40882,3918,1343,2.6,729,13182,3619
174,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.46,"1 No, never","1 No, never",765.48,1 Year 12,BA,2 Part-time,60302,14516,2665,16785,558,865,2.4,298,4199,2742
175,29,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.02,"1 No, never","1 No, never",1266.23,3 Year 10,Cert III/IV/Dip,2 Part-time,60203,31181,3534,34633,622,811,2.4,722,8715,5426
176,34,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",852.66,1 Year 12,Cert III/IV/Dip,3 Not studying,50603,43652,40572,56448,27873,1384,2.7,1410,25291,9002
177,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31002,47558,6020,52267,1313,991,2.6,840,13766,7339
178,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","1 No, never",1741.07,1 Year 12,BA,3 Not studying,20903,52438,9374,57130,5033,1826,3,679,18987,5058
179,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,2.37,"1 No, never","1 No, never",1225.74,1 Year 12,Cert III/IV/Dip,3 Not studying,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
180,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",3 Mixed,1 Female,1 Language of test,.98,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
181,51,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",894.15,1 Year 12,BA,3 Not studying,31105,37522,14504,46752,5620,1354,2.8,924,15007,4762
182,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21402,110388,26276,130624,7159,1054,2.4,1563,35511,17908
183,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",1073.36,1 Year 12,BA,3 Not studying,12403,95754,23150,105699,13857,1423,2.8,1720,34674,10152
184,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,1,"1 No, never","1 No, never",1831.45,1 Year 12,BA,3 Not studying,80104,31955,13779,32602,13265,2175,2.9,406,14281,2475
185,46,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,1.79,"1 No, never","1 No, never",,1 Year 12,BA,2 Part-time,10801,24989,2925,27674,671,725,2.2,526,5528,5843
186,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1,"1 No, never","1 No, never",1646.64,1 Year 12,No qual,3 Not studying,31905,35883,4234,39113,913,781,2.4,844,8590,7524
187,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1,"3 Yes, twice or more","1 No, never",,1 Year 12,Post-grad,1 Full-time,21202,74223,44449,80605,38974,1346,3,1759,33858,11555
188,73,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.35,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
189,54,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",1603.3,1 Year 12,Cert III/IV/Dip,3 Not studying,21204,68531,91210,62472,98483,992,2.8,3327,43544,22131
190,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","1 No, never",2218.28,1 Year 12,Cert III/IV/Dip,3 Not studying,31304,45256,10233,53089,2781,1266,2.9,989,15063,5381
191,45,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,2 Another language,.01,"1 No, never","1 No, never",,2 Year 11,Cert III/IV/Dip,3 Not studying,40402,37320,15975,39520,14288,946,2.3,1060,14312,7411
192,85,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.46,"1 No, never","1 No, never",889.72,2 Year 11,No qual,3 Not studying,11004,68516,3846,71817,1394,938,2.4,1125,18969,8800
193,56,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,2.38,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,60104,24803,5297,28465,1744,1247,2.6,386,7889,3336
194,16,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.77,"2 Yes, once","1 No, never",1124.91,1 Year 12,BA,3 Not studying,40205,66873,21737,79475,9673,1247,2.5,1230,25522,9720
195,50,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2365.39,1 Year 12,BA,2 Part-time,50705,65431,32730,92619,6065,1410,2.7,1498,28182,8920
196,39,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1057.43,1 Year 12,Cert III/IV/Dip,3 Not studying,20503,46571,7478,52182,2375,886,2.3,574,13985,7613
197,70,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",1216.42,1 Year 12,Post-grad,3 Not studying,11903,63311,47772,55677,56231,1293,2.8,1743,30113,13634
198,29,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
